flight_id,airline,origin,destination,departure_time,scheduled_arrival,actual_arrival,flight_duration_minutes,status,delay_minutes,cancellation_reason,passenger_count,fuel_consumption_kg
DL857,Latam,DFW,GRU,2025-05-02 10:04:14.900106,2025-05-02 21:09:14.900106,2025-05-02 21:11:14.900106,665,on_time,0,,95,22945
AA2924,Lufthansa,GRU,JFK,2025-05-05 02:29:20.082100,2025-05-05 07:08:20.082100,2025-05-05 07:03:20.082100,279,on_time,0,,223,16253
AA3082,Emirates,JFK,ATL,2025-05-01 05:50:46.271616,2025-05-01 07:43:46.271616,2025-05-01 07:51:46.271616,113,on_time,0,,126,24480
EK9852,United,GRU,LAX,2025-05-03 04:17:33.131746,2025-05-03 11:54:33.131746,2025-05-03 11:55:33.131746,457,on_time,0,,61,13079
EK6750,United,LAX,SFO,2025-05-06 11:49:59.789373,2025-05-06 18:30:59.789373,2025-05-06 18:33:59.789373,401,on_time,0,,228,19821
DL189,Latam,GRU,ATL,2025-05-05 01:06:28.977318,2025-05-05 09:57:28.977318,2025-05-05 09:58:28.977318,531,on_time,0,,236,23698
EK7102,United,LHR,JFK,2025-05-05 16:14:17.168484,2025-05-06 03:21:17.168484,2025-05-06 03:25:17.168484,667,on_time,0,,108,5529
DL1118,American,LHR,GRU,2025-05-06 03:08:15.936911,2025-05-06 05:25:15.936911,2025-05-06 05:37:15.936911,137,on_time,0,,85,5264
UA7091,Lufthansa,ORD,GRU,2025-05-03 03:39:57.645721,2025-05-03 07:34:57.645721,2025-05-03 07:40:57.645721,235,on_time,0,,291,14312
EK3407,Delta,JFK,GRU,2025-05-05 12:48:57.794465,2025-05-05 16:16:57.794465,2025-05-05 18:59:57.794465,208,diverted,0,,256,24648
EK1644,Delta,ORD,GRU,2025-05-03 23:07:31.332665,2025-05-04 08:46:31.332665,2025-05-04 09:01:31.332665,579,on_time,0,,118,5625
LA6309,Delta,SFO,CDG,2025-05-06 09:03:11.953940,2025-05-06 19:46:11.953940,2025-05-06 19:49:11.953940,643,on_time,0,,237,5856
EK287,Latam,LHR,JFK,2025-05-01 12:05:41.031737,2025-05-01 13:53:41.031737,2025-05-01 13:48:41.031737,108,on_time,0,,211,27727
DL6232,Emirates,ORD,LAX,2025-05-03 06:48:49.667087,2025-05-03 09:48:49.667087,2025-05-03 12:58:49.667087,180,diverted,0,,297,18409
EK410,Emirates,SFO,JFK,2025-05-02 12:32:48.323833,2025-05-02 23:31:48.323833,2025-05-02 23:34:48.323833,659,on_time,0,,212,16288
AA3397,Emirates,ORD,LHR,2025-05-08 00:05:02.033633,2025-05-08 09:45:02.033633,2025-05-08 09:55:02.033633,580,on_time,0,,196,17551
DL3289,American,SFO,ATL,2025-05-05 19:23:57.189352,2025-05-05 22:09:57.189352,2025-05-05 22:10:57.189352,166,on_time,0,,252,6155
UA4905,Latam,DFW,JFK,2025-05-04 21:36:02.131590,2025-05-05 00:39:02.131590,2025-05-05 00:34:02.131590,183,on_time,0,,163,27034
LA964,United,LHR,SFO,2025-05-05 16:30:45.137625,2025-05-06 00:03:45.137625,2025-05-06 00:15:45.137625,453,on_time,0,,101,17300
LA464,Delta,ORD,JFK,2025-05-04 12:17:32.798903,2025-05-04 23:17:32.798903,2025-05-04 23:21:32.798903,660,on_time,0,,175,6230
EK2302,Delta,GRU,LHR,2025-05-07 07:17:52.338543,2025-05-07 08:13:52.338543,2025-05-07 08:25:52.338543,56,on_time,0,,233,24004
LH4614,United,ORD,CDG,2025-05-03 06:38:57.006110,2025-05-03 16:32:57.006110,2025-05-03 16:43:57.006110,594,on_time,0,,281,16543
UA5770,Delta,LHR,ORD,2025-05-02 07:39:11.878037,2025-05-02 08:10:11.878037,2025-05-02 08:10:11.878037,31,on_time,0,,132,22620
EK6735,Latam,SFO,ORD,2025-05-06 15:35:46.376166,2025-05-06 18:26:46.376166,,171,canceled,0,weather,0,0
AA7175,United,CDG,GRU,2025-05-05 04:06:26.961756,2025-05-05 08:41:26.961756,2025-05-05 08:55:26.961756,275,on_time,0,,246,11066
LH806,Delta,ATL,DFW,2025-05-01 04:16:46.992460,2025-05-01 10:39:46.992460,2025-05-01 17:46:46.992460,383,delayed,427,,190,6730
LA147,American,LHR,SFO,2025-05-08 02:21:57.035699,2025-05-08 06:19:57.035699,2025-05-08 06:25:57.035699,238,on_time,0,,175,5166
EK3022,Delta,SFO,CDG,2025-05-02 13:43:45.197010,2025-05-02 19:42:45.197010,2025-05-02 19:55:45.197010,359,on_time,0,,150,5787
UA6516,United,ATL,ORD,2025-05-03 09:32:28.297248,2025-05-03 11:33:28.297248,2025-05-03 11:34:28.297248,121,on_time,0,,225,11497
LH119,Latam,DFW,LAX,2025-05-07 02:13:23.592377,2025-05-07 09:47:23.592377,2025-05-07 09:58:23.592377,454,on_time,0,,203,14102
DL2593,Latam,GRU,ORD,2025-05-04 16:50:35.191182,2025-05-05 04:05:35.191182,2025-05-05 04:18:35.191182,675,on_time,0,,251,19492
UA7235,Emirates,DFW,ORD,2025-05-04 22:25:49.525408,2025-05-05 04:40:49.525408,2025-05-05 04:49:49.525408,375,on_time,0,,56,21681
AA804,Latam,DFW,LAX,2025-05-03 23:28:03.795769,2025-05-04 03:55:03.795769,2025-05-04 03:55:03.795769,267,overbooked,0,,61,19516
EK2457,Lufthansa,GRU,DFW,2025-05-02 16:21:53.252614,2025-05-03 02:55:53.252614,,634,canceled,0,crew,0,0
LA8950,United,ORD,ATL,2025-05-07 04:12:43.887913,2025-05-07 15:44:43.887913,,692,canceled,0,air_traffic,0,0
UA3715,Lufthansa,ATL,SFO,2025-05-04 01:31:18.147216,2025-05-04 11:12:18.147216,2025-05-04 11:08:18.147216,581,on_time,0,,252,27046
LA9498,Emirates,ORD,JFK,2025-05-04 10:00:55.873192,2025-05-04 13:30:55.873192,2025-05-04 15:04:55.873192,210,delayed,94,,155,19064
DL6824,American,ATL,LHR,2025-05-07 19:58:12.470759,2025-05-08 01:53:12.470759,2025-05-08 02:00:12.470759,355,on_time,0,,77,22409
DL2519,United,DFW,ORD,2025-05-03 10:41:59.450776,2025-05-03 16:25:59.450776,,344,canceled,0,mechanical,0,0
UA8486,American,LHR,ATL,2025-05-02 10:12:22.874416,2025-05-02 13:54:22.874416,2025-05-02 14:00:22.874416,222,on_time,0,,247,25763
EK7198,American,ATL,JFK,2025-05-08 04:06:08.687853,2025-05-08 13:29:08.687853,,563,canceled,0,weather,0,0
EK7524,American,LAX,JFK,2025-05-02 17:48:57.774604,2025-05-02 20:02:57.774604,2025-05-02 20:12:57.774604,134,on_time,0,,207,28923
LH2888,Latam,LHR,ORD,2025-05-01 02:01:24.723516,2025-05-01 03:38:24.723516,2025-05-01 03:46:24.723516,97,on_time,0,,112,15859
DL5670,American,LHR,SFO,2025-05-03 11:33:54.725888,2025-05-03 13:35:54.725888,2025-05-03 13:36:54.725888,122,on_time,0,,138,10803
EK1023,Latam,ATL,SFO,2025-05-05 03:48:33.884443,2025-05-05 13:58:33.884443,2025-05-05 13:54:33.884443,610,on_time,0,,187,28168
LA2799,Delta,CDG,DFW,2025-05-01 02:02:01.219690,2025-05-01 06:24:01.219690,2025-05-01 06:28:01.219690,262,on_time,0,,80,27266
AA5549,American,LAX,DFW,2025-05-05 22:24:31.042628,2025-05-06 02:06:31.042628,2025-05-06 02:04:31.042628,222,on_time,0,,292,13907
UA4571,American,LAX,JFK,2025-05-04 08:26:58.380963,2025-05-04 11:27:58.380963,2025-05-04 11:27:58.380963,181,overbooked,0,,129,10905
UA7374,Emirates,LAX,GRU,2025-05-01 01:59:51.650773,2025-05-01 11:21:51.650773,2025-05-01 11:30:51.650773,562,on_time,0,,174,17716
EK6431,Delta,CDG,JFK,2025-05-05 07:42:52.009162,2025-05-05 12:13:52.009162,2025-05-05 12:14:52.009162,271,on_time,0,,88,15462
AA6481,Lufthansa,SFO,CDG,2025-05-01 13:23:53.818612,2025-05-01 14:38:53.818612,2025-05-01 14:43:53.818612,75,on_time,0,,151,25262
UA1006,Delta,DFW,ORD,2025-05-04 12:40:52.100502,2025-05-04 21:25:52.100502,2025-05-04 21:40:52.100502,525,on_time,0,,195,10085
LA4949,Latam,ORD,JFK,2025-05-05 15:11:33.378259,2025-05-06 01:14:33.378259,2025-05-06 01:21:33.378259,603,on_time,0,,225,8178
LA5991,Lufthansa,SFO,JFK,2025-05-03 02:38:23.998418,2025-05-03 07:31:23.998418,2025-05-03 07:46:23.998418,293,on_time,0,,67,9723
LH3294,Lufthansa,ORD,LAX,2025-05-04 12:50:48.662008,2025-05-04 17:53:48.662008,2025-05-04 17:58:48.662008,303,on_time,0,,173,15685
DL8738,Delta,GRU,LAX,2025-05-04 22:29:57.553641,2025-05-05 02:58:57.553641,2025-05-05 03:01:57.553641,269,on_time,0,,142,26660
LA8329,American,DFW,ORD,2025-05-05 03:36:28.978750,2025-05-05 06:27:28.978750,2025-05-05 06:29:28.978750,171,on_time,0,,120,16712
LA5283,American,ATL,LHR,2025-05-06 11:51:20.237947,2025-05-06 21:50:20.237947,2025-05-06 21:52:20.237947,599,on_time,0,,200,29473
UA2396,Lufthansa,LAX,CDG,2025-05-02 05:20:04.340356,2025-05-02 08:39:04.340356,2025-05-02 08:51:04.340356,199,on_time,0,,76,7315
DL666,American,GRU,CDG,2025-05-07 21:10:32.117576,2025-05-08 05:49:32.117576,2025-05-08 05:53:32.117576,519,on_time,0,,275,12111
UA2864,Emirates,ORD,CDG,2025-05-04 19:19:32.988662,2025-05-05 05:03:32.988662,,584,canceled,0,air_traffic,0,0
LH2571,Latam,LHR,ATL,2025-05-03 12:02:47.641719,2025-05-03 15:55:47.641719,2025-05-03 15:50:47.641719,233,on_time,0,,167,6881
UA8177,Latam,JFK,DFW,2025-05-03 20:05:06.927333,2025-05-03 20:43:06.927333,2025-05-03 20:52:06.927333,38,on_time,0,,196,27707
UA8286,Emirates,SFO,GRU,2025-05-02 08:11:26.490830,2025-05-02 18:17:26.490830,2025-05-02 18:12:26.490830,606,on_time,0,,171,23981
UA3231,United,DFW,JFK,2025-05-07 19:19:46.932723,2025-05-08 03:27:46.932723,2025-05-08 03:25:46.932723,488,on_time,0,,217,12793
LA1455,American,SFO,CDG,2025-05-01 00:43:23.508428,2025-05-01 11:11:23.508428,2025-05-01 17:10:23.508428,628,delayed,359,,104,23501
LA4059,Lufthansa,LHR,SFO,2025-05-03 18:45:58.724658,2025-05-03 23:42:58.724658,2025-05-03 23:48:58.724658,297,on_time,0,,209,20269
LA2315,American,CDG,LHR,2025-05-03 13:22:53.859361,2025-05-03 21:11:53.859361,2025-05-03 21:11:53.859361,469,overbooked,0,,68,16342
EK3742,Lufthansa,JFK,CDG,2025-05-03 13:54:55.295483,2025-05-03 14:25:55.295483,2025-05-03 14:26:55.295483,31,on_time,0,,161,22344
LH1144,American,SFO,LHR,2025-05-06 00:14:41.019730,2025-05-06 08:44:41.019730,2025-05-06 08:44:41.019730,510,overbooked,0,,117,7784
EK1489,United,DFW,GRU,2025-05-01 04:56:13.023314,2025-05-01 08:24:13.023314,2025-05-01 08:27:13.023314,-208,on_time,0,,280,25832
AA8492,Lufthansa,LHR,ATL,2025-05-01 05:41:07.096268,2025-05-01 13:09:07.096268,2025-05-01 13:10:07.096268,448,on_time,0,,126,28791
LH8724,Latam,LHR,GRU,2025-05-01 02:40:02.770223,2025-05-01 04:41:02.770223,2025-05-01 04:45:02.770223,121,on_time,0,,108,22147
DL5593,American,ORD,JFK,2025-05-01 11:16:14.115750,2025-05-01 20:20:14.115750,2025-05-01 23:07:14.115750,544,delayed,167,,176,10294
UA5350,Latam,JFK,LAX,2025-05-05 06:33:36.231461,2025-05-05 08:20:36.231461,,107,canceled,0,weather,0,0
AA1270,American,LAX,DFW,2025-05-05 21:30:46.873071,2025-05-06 01:08:46.873071,2025-05-06 01:22:46.873071,218,on_time,0,,263,22021
DL4667,Delta,LHR,CDG,2025-05-05 07:03:51.371037,2025-05-05 16:45:51.371037,2025-05-05 16:42:51.371037,582,on_time,0,,137,25283
DL4366,Latam,ATL,CDG,2025-05-04 09:17:26.273204,2025-05-04 18:33:26.273204,2025-05-04 18:34:26.273204,556,on_time,0,,172,7696
LH1792,Delta,ATL,GRU,2025-05-01 15:19:01.073986,2025-05-01 23:39:01.073986,2025-05-01 23:48:01.073986,500,on_time,0,,239,27180
LH6444,Lufthansa,LAX,LHR,2025-05-01 16:42:10.808127,2025-05-01 19:27:10.808127,2025-05-01 19:28:10.808127,-165,on_time,0,,175,17646
UA2776,United,ORD,SFO,2025-05-07 14:54:14.393984,2025-05-07 21:20:14.393984,2025-05-07 21:24:14.393984,386,on_time,0,,214,14674
AA9436,United,JFK,LAX,2025-05-04 15:28:48.702996,2025-05-04 22:46:48.702996,2025-05-04 22:57:48.702996,438,on_time,0,,82,11829
LH8081,United,DFW,JFK,2025-05-04 12:10:25.328768,2025-05-04 23:43:25.328768,2025-05-04 23:45:25.328768,693,on_time,0,,296,6241
DL2350,Lufthansa,SFO,DFW,2025-05-07 17:06:10.469900,2025-05-08 02:32:10.469900,2025-05-08 02:44:10.469900,566,on_time,0,,227,21339
UA1289,Lufthansa,ATL,LAX,2025-05-01 21:27:26.202299,2025-05-02 08:56:26.202299,2025-05-02 08:53:26.202299,689,on_time,0,,77,17745
LA4969,Delta,ATL,ORD,2025-05-06 02:49:58.871842,2025-05-06 12:29:58.871842,2025-05-06 12:26:58.871842,580,on_time,0,,246,9944
EK105,Emirates,ORD,LHR,2025-05-04 23:09:38.180262,2025-05-05 00:43:38.180262,2025-05-05 00:45:38.180262,94,on_time,0,,135,9111
EK2924,American,ORD,SFO,2025-05-04 12:46:15.738689,2025-05-04 21:49:15.738689,2025-05-04 23:27:15.738689,543,delayed,98,,283,21532
AA3358,Latam,ORD,LAX,2025-05-05 21:00:35.299166,2025-05-06 00:41:35.299166,2025-05-06 00:48:35.299166,221,on_time,0,,131,10689
LH8647,Delta,ORD,GRU,2025-05-05 22:23:27.882548,2025-05-06 00:48:27.882548,2025-05-06 01:00:27.882548,145,on_time,0,,268,14598
DL665,American,LHR,ORD,2025-05-02 06:05:56.623590,2025-05-02 16:51:56.623590,2025-05-02 17:02:56.623590,646,on_time,0,,202,9472
LH4737,American,LAX,SFO,2025-05-02 19:48:00.313844,2025-05-02 21:46:00.313844,2025-05-02 21:42:00.313844,118,on_time,0,,174,28594
LH6261,American,CDG,LAX,2025-05-06 07:11:27.848836,2025-05-06 08:27:27.848836,2025-05-06 08:27:27.848836,76,overbooked,0,,136,26741
EK4494,Delta,LHR,JFK,2025-05-05 03:39:27.912090,2025-05-05 10:34:27.912090,2025-05-05 10:44:27.912090,415,on_time,0,,123,9151
EK5060,Emirates,CDG,JFK,2025-05-06 22:55:16.475744,2025-05-07 00:24:16.475744,2025-05-07 00:20:16.475744,89,on_time,0,,87,19897
EK5196,Emirates,ORD,SFO,2025-05-07 17:33:30.610273,2025-05-07 22:14:30.610273,2025-05-07 22:14:30.610273,281,overbooked,0,,53,18920
UA7728,American,LAX,CDG,2025-05-07 04:23:18.237247,2025-05-07 05:33:18.237247,2025-05-07 05:45:18.237247,70,on_time,0,,145,11899
EK1139,United,GRU,ATL,2025-05-04 21:40:34.695514,2025-05-05 08:03:34.695514,2025-05-05 08:11:34.695514,623,on_time,0,,239,19322
EK6580,Delta,ATL,LAX,2025-05-08 06:59:37.766007,2025-05-08 13:05:37.766007,2025-05-08 13:05:37.766007,366,overbooked,0,,241,25471
LA8817,United,CDG,DFW,2025-05-05 21:21:35.946707,2025-05-06 02:43:35.946707,2025-05-06 02:49:35.946707,322,on_time,0,,66,21964
EK7480,Latam,SFO,CDG,2025-05-03 09:51:10.376256,2025-05-03 15:09:10.376256,2025-05-03 15:09:10.376256,318,overbooked,0,,184,26571
LH2927,Latam,GRU,ORD,2025-05-02 10:43:05.866735,2025-05-02 18:22:05.866735,2025-05-02 18:33:05.866735,459,on_time,0,,292,23390
UA5824,Latam,LAX,DFW,2025-05-02 18:03:13.424597,2025-05-02 21:43:13.424597,2025-05-02 21:43:13.424597,220,on_time,0,,297,23460
DL6835,Delta,LAX,ORD,2025-05-07 01:12:36.984666,2025-05-07 02:15:36.984666,2025-05-07 02:26:36.984666,63,on_time,0,,57,18399
LH1529,United,ATL,JFK,2025-05-02 06:25:50.267138,2025-05-02 12:13:50.267138,2025-05-02 16:07:50.267138,348,diverted,0,,100,27751
AA9035,Lufthansa,LHR,ORD,2025-05-03 07:41:18.978716,2025-05-03 10:28:18.978716,2025-05-03 10:23:18.978716,167,on_time,0,,103,20054
UA4638,American,DFW,CDG,2025-05-05 18:22:33.147132,2025-05-06 01:37:33.147132,2025-05-06 01:42:33.147132,435,on_time,0,,113,14067
AA4575,Delta,ORD,LHR,2025-05-01 11:02:19.568007,2025-05-01 14:16:19.568007,2025-05-01 21:21:19.568007,194,delayed,425,,105,10938
EK9361,American,LHR,SFO,2025-05-07 17:34:15.363891,2025-05-07 22:34:15.363891,2025-05-07 22:29:15.363891,300,on_time,0,,84,8027
AA435,Latam,DFW,SFO,2025-05-03 14:46:02.203310,2025-05-03 20:53:02.203310,2025-05-03 21:00:02.203310,367,on_time,0,,112,12348
AA4567,American,CDG,JFK,2025-05-03 17:59:48.883343,2025-05-03 20:10:48.883343,2025-05-03 20:07:48.883343,131,on_time,0,,91,9808
UA1556,American,DFW,ATL,2025-05-02 16:00:17.782344,2025-05-02 19:00:17.782344,2025-05-02 19:27:17.782344,180,delayed,27,,148,28177
LA3490,Latam,LHR,ORD,2025-05-07 03:42:01.196326,2025-05-07 07:34:01.196326,2025-05-07 07:49:01.196326,232,on_time,0,,104,8287
LA3967,Lufthansa,LHR,ORD,2025-05-03 22:00:51.170796,2025-05-04 06:35:51.170796,2025-05-04 06:37:51.170796,515,on_time,0,,290,12711
LH8374,Latam,GRU,LHR,2025-05-03 01:52:59.125041,2025-05-03 09:36:59.125041,2025-05-03 09:38:59.125041,464,on_time,0,,297,5289
EK5093,United,ORD,CDG,2025-05-03 07:04:01.268576,2025-05-03 12:21:01.268576,2025-05-03 12:19:01.268576,317,on_time,0,,280,6170
LH6584,Delta,JFK,LAX,2025-05-01 03:22:51.386787,2025-05-01 09:58:51.386787,2025-05-01 10:11:51.386787,396,on_time,0,,171,18396
LA4985,Lufthansa,ORD,JFK,2025-05-08 03:33:38.222945,2025-05-08 10:54:38.222945,2025-05-08 17:16:38.222945,441,delayed,382,,51,29227
LA8056,Latam,CDG,ORD,2025-05-04 19:56:57.948282,2025-05-04 21:19:57.948282,2025-05-04 21:28:57.948282,83,on_time,0,,182,21556
AA9674,American,GRU,SFO,2025-05-05 13:48:06.599503,2025-05-05 23:32:06.599503,2025-05-05 23:38:06.599503,584,on_time,0,,297,17985
AA5300,Lufthansa,JFK,SFO,2025-05-01 20:38:52.615197,2025-05-02 06:07:52.615197,2025-05-02 06:13:52.615197,569,on_time,0,,195,12171
DL1342,American,GRU,JFK,2025-05-07 19:18:54.620498,2025-05-08 06:04:54.620498,,646,canceled,0,weather,0,0
UA965,United,JFK,LAX,2025-05-03 02:07:13.957085,2025-05-03 06:26:13.957085,2025-05-03 06:39:13.957085,259,on_time,0,,57,27008
LH275,United,GRU,DFW,2025-05-02 04:57:57.382738,2025-05-02 11:44:57.382738,2025-05-02 11:50:57.382738,407,on_time,0,,243,20802
UA145,American,LAX,SFO,2025-05-03 02:19:10.405269,2025-05-03 08:38:10.405269,2025-05-03 08:33:10.405269,379,on_time,0,,168,10858
EK6761,Latam,ORD,SFO,2025-05-01 01:25:15.405164,2025-05-01 08:58:15.405164,2025-05-01 09:05:15.405164,453,on_time,0,,54,15188
UA7529,Lufthansa,GRU,DFW,2025-05-05 04:24:56.012675,2025-05-05 13:49:56.012675,,565,canceled,0,mechanical,0,0
LH2134,Emirates,CDG,JFK,2025-05-01 01:13:40.880633,2025-05-01 11:54:40.880633,2025-05-01 12:05:40.880633,641,on_time,0,,92,12734
LH5264,United,LHR,LAX,2025-05-06 06:00:26.341183,2025-05-06 14:05:26.341183,2025-05-06 14:16:26.341183,485,on_time,0,,144,15660
UA1587,American,ATL,GRU,2025-05-05 21:38:07.878351,2025-05-06 04:40:07.878351,2025-05-06 05:41:07.878351,422,diverted,0,,283,27884
DL6017,Emirates,ORD,SFO,2025-05-05 22:57:24.868595,2025-05-06 10:36:24.868595,2025-05-06 10:45:24.868595,699,on_time,0,,103,8146
LA4739,American,ORD,DFW,2025-05-04 05:03:49.935805,2025-05-04 14:00:49.935805,2025-05-04 14:00:49.935805,537,on_time,0,,90,20642
LH3273,Delta,ATL,LAX,2025-05-06 12:36:54.275960,2025-05-06 22:06:54.275960,2025-05-07 04:21:54.275960,570,delayed,375,,265,8374
LH6490,American,SFO,ORD,2025-05-01 19:04:37.339370,2025-05-01 21:52:37.339370,,168,canceled,0,weather,0,0
AA2243,Delta,DFW,SFO,2025-05-03 07:13:40.892654,2025-05-03 11:36:40.892654,2025-05-03 11:38:40.892654,263,on_time,0,,294,6554
LA8442,American,LHR,JFK,2025-05-07 18:25:03.626327,2025-05-07 21:42:03.626327,2025-05-07 21:50:03.626327,197,on_time,0,,267,9350
LA6601,Delta,LHR,LAX,2025-05-07 18:16:19.572585,2025-05-08 03:30:19.572585,2025-05-08 03:34:19.572585,554,on_time,0,,71,6897
DL712,Emirates,SFO,ORD,2025-05-01 18:36:21.231537,2025-05-02 05:31:21.231537,2025-05-02 05:41:21.231537,655,on_time,0,,237,14207
EK9209,United,LAX,DFW,2025-05-01 18:16:31.993871,2025-05-01 20:00:31.993871,2025-05-01 20:11:31.993871,104,on_time,0,,243,29621
DL9553,Lufthansa,LAX,LHR,2025-05-05 06:46:39.672191,2025-05-05 09:43:39.672191,2025-05-05 11:07:39.672191,177,delayed,84,,228,10846
DL5251,Latam,JFK,GRU,2025-05-03 22:56:58.544612,2025-05-04 09:27:58.544612,2025-05-04 09:34:58.544612,631,on_time,0,,194,16948
AA9465,Lufthansa,SFO,LAX,2025-05-04 09:16:17.179729,2025-05-04 20:32:17.179729,2025-05-04 20:44:17.179729,676,on_time,0,,242,24283
DL5015,Emirates,LAX,ORD,2025-05-01 17:31:46.340336,2025-05-02 01:27:46.340336,2025-05-02 02:54:46.340336,476,delayed,87,,218,8578
UA6882,Lufthansa,ATL,DFW,2025-05-05 01:16:19.151886,2025-05-05 12:02:19.151886,2025-05-05 12:12:19.151886,646,on_time,0,,153,10326
AA6225,Emirates,LAX,LHR,2025-05-05 14:50:44.708558,2025-05-05 16:55:44.708558,,125,canceled,0,crew,0,0
DL2772,United,CDG,GRU,2025-05-05 03:42:20.126906,2025-05-05 04:39:20.126906,2025-05-05 04:57:20.126906,57,delayed,18,,241,22089
DL7511,Latam,CDG,JFK,2025-05-02 05:22:04.279830,2025-05-02 06:54:04.279830,2025-05-02 07:01:04.279830,92,on_time,0,,281,19721
AA3751,Latam,SFO,DFW,2025-05-04 21:36:03.401633,2025-05-05 05:14:03.401633,2025-05-05 05:25:03.401633,458,on_time,0,,173,24750
LH4975,Delta,JFK,LAX,2025-05-04 04:25:46.075032,2025-05-04 10:48:46.075032,2025-05-04 19:15:46.075032,383,delayed,507,,52,8420
EK6199,Emirates,LAX,DFW,2025-05-07 03:36:50.547342,2025-05-07 12:52:50.547342,2025-05-07 13:02:50.547342,556,on_time,0,,119,8193
UA6055,American,LAX,LHR,2025-05-01 23:04:45.808141,2025-05-02 05:34:45.808141,2025-05-02 05:42:45.808141,390,on_time,0,,225,7469
AA6434,United,DFW,GRU,2025-05-05 23:22:14.160514,2025-05-06 01:44:14.160514,2025-05-06 01:41:14.160514,142,on_time,0,,69,23324
LA8298,Delta,DFW,SFO,2025-05-04 20:43:06.664462,2025-05-05 00:04:06.664462,2025-05-05 00:11:06.664462,201,on_time,0,,189,6329
EK6851,United,LAX,ATL,2025-05-08 05:55:28.761438,2025-05-08 15:45:28.761438,2025-05-08 15:41:28.761438,590,on_time,0,,285,23901
AA1288,Delta,GRU,JFK,2025-05-05 12:57:34.785518,2025-05-05 18:15:34.785518,2025-05-05 18:12:34.785518,318,on_time,0,,101,19379
DL3466,Delta,GRU,DFW,2025-05-04 19:12:55.670657,2025-05-05 06:04:55.670657,2025-05-05 06:33:55.670657,652,delayed,29,,223,7714
DL9249,American,CDG,SFO,2025-05-07 23:50:37.951164,2025-05-08 01:33:37.951164,2025-05-08 01:37:37.951164,103,on_time,0,,192,12705
LH3624,Delta,JFK,DFW,2025-05-05 23:55:18.681169,2025-05-06 01:19:18.681169,2025-05-06 01:20:18.681169,84,on_time,0,,269,28659
AA326,Emirates,ATL,LAX,2025-05-01 18:28:01.354315,2025-05-01 21:09:01.354315,2025-05-01 21:23:01.354315,161,on_time,0,,219,26606
LH2980,Emirates,LAX,ATL,2025-05-05 01:03:02.065096,2025-05-05 11:50:02.065096,2025-05-05 11:49:02.065096,647,on_time,0,,179,13554
DL3415,American,GRU,LHR,2025-05-03 23:45:08.678543,2025-05-04 06:19:08.678543,2025-05-04 06:30:08.678543,394,on_time,0,,103,12340
DL1191,Emirates,INVALID,GRU,2025-05-07 07:30:33.804880,2025-05-07 16:13:33.804880,2025-05-07 16:27:33.804880,523,on_time,0,,130,26144
DL3401,American,ORD,SFO,2025-05-02 10:03:41.714967,2025-05-02 15:36:41.714967,2025-05-02 15:49:41.714967,333,on_time,0,,92,11570
UA1690,Lufthansa,DFW,GRU,2025-05-01 10:37:24.402090,2025-05-01 14:20:24.402090,2025-05-01 17:50:24.402090,223,diverted,0,,179,8049
UA9979,American,SFO,LHR,2025-05-02 08:45:14.039533,2025-05-02 19:56:14.039533,2025-05-02 19:58:14.039533,671,on_time,0,,178,12443
EK4343,Latam,ATL,CDG,2025-05-01 09:34:07.434944,2025-05-01 11:59:07.434944,2025-05-01 11:54:07.434944,145,on_time,0,,246,13834
DL4321,Emirates,ATL,ORD,2025-05-03 07:26:21.214652,2025-05-03 12:10:21.214652,2025-05-03 12:16:21.214652,284,on_time,0,,175,18369
AA5509,Delta,ORD,JFK,2025-05-03 10:10:36.992278,2025-05-03 11:02:36.992278,2025-05-03 11:09:36.992278,52,on_time,0,,129,8670
LA6024,Latam,LHR,LAX,2025-05-05 13:29:15.007000,2025-05-05 18:11:15.007000,2025-05-05 21:50:15.007000,282,diverted,0,,86,11767
EK1597,Emirates,GRU,ATL,2025-05-06 08:30:50.440831,2025-05-06 18:48:50.440831,2025-05-06 18:52:50.440831,618,on_time,0,,243,7571
AA5402,Emirates,ATL,SFO,2025-05-03 15:47:41.851622,2025-05-04 02:21:41.851622,2025-05-04 02:23:41.851622,634,on_time,0,,263,21335
LH6254,United,ORD,LAX,2025-05-05 16:42:42.881105,2025-05-05 22:21:42.881105,2025-05-05 22:34:42.881105,339,on_time,0,,222,8129
LH3895,United,GRU,LAX,2025-05-01 01:40:36.224984,2025-05-01 07:31:36.224984,2025-05-01 07:33:36.224984,351,on_time,0,,269,21421
DL3245,United,JFK,DFW,2025-05-07 23:35:47.617149,2025-05-08 11:00:47.617149,2025-05-08 11:01:47.617149,685,on_time,0,,122,15031
AA8098,Lufthansa,CDG,LHR,2025-05-01 04:09:27.581645,2025-05-01 05:33:27.581645,2025-05-01 09:55:27.581645,84,delayed,262,,165,25740
LH7571,Emirates,ATL,GRU,2025-05-02 14:03:05.034242,2025-05-03 01:47:05.034242,2025-05-03 01:50:05.034242,704,on_time,0,,55,28972
LH6418,American,ATL,SFO,2025-05-07 19:01:26.254745,2025-05-08 03:57:26.254745,2025-05-08 03:55:26.254745,536,on_time,0,,192,25799
DL7772,United,GRU,CDG,2025-05-04 01:09:10.222057,2025-05-04 10:59:10.222057,2025-05-04 11:08:10.222057,590,on_time,0,,80,8780
